NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,tt,xh
7,0.507933245,0.415447764,0.357274994,0.33551681,0.320202982,23.07127807,18,5.315257623,32,14,14,63.6611763,27,9.239147423,79,52,78,49.13398297,44.5545,12.33322458,72.64,28.0855,28.0855,1603.466567,1508.09,152.5302943,1811,302.91,1687,10.34477076,7,2.356712232,14,7,14,3.707028184,1,0.414278662,4,3,3,124.5530397,28,8.462350859,139,111,111,1.798242701,0.46,0.140429865,2.01,1.55,1.9,2,0,2.22E-16,2,2,2,0.626541157,2,0.835333794,2,0,2,4.78851144,10,2.805797788,10,0,0,0,0,0,0,0,0,7.415052597,10,2.235821855,14,4,4,0,0,0,0,0,0,1.373719395,5,1.831506552,5,0,4,2.281770397,5,1.681335259,5,0,0,0,0,0,0,0,0,3.655489792,3,1.070744555,5,2,4,13.67056011,12.76,4.387263687,23.005,10.245,20.44,0.226540973,0.773,0.32025445,0.773,0,0.773,0.323855737,2.1106628,0.398960364,2.1106628,0,0,213.7527085,165,15.98983869,229,64,227,0.26972162,0.084495848,0.645782532,0,0,0.051525145,0.012160897,508.928201,275
5,0.508276701,0.415781939,0.357581903,0.335807881,0.320482349,23.06485709,17,5.316908293,31,14,14,63.65757352,26,9.240067615,78,52,78,49.11843133,41.6375,12.33667182,69.723,28.0855,28.0855,1603.734752,1465.09,152.1037029,1768,302.91,1687,10.34372405,7,2.357122637,14,7,14,3.706729613,1,0.414525734,4,3,3,124.5556768,28,8.470945693,139,111,111,1.7981014,0.36,0.140559227,1.91,1.55,1.9,2,0,0,2,2,2,0.626553129,2,0.835467568,2,0,2,4.784467055,10,2.80628501,10,0,0,0,0,0,0,0,0,7.411020184,9,2.233561562,13,4,4,0,0,0,0,0,0,1.373143325,5,1.830996704,5,0,4,2.282829075,5,1.682223997,5,0,0,0,0,0,0,0,0,3.655972399,3,1.07078627,5,2,4,13.66950499,10.195,4.386339182,20.44,10.245,20.44,0.226698009,0.773,0.320428393,0.773,0,0.773,0.323302995,1.5484712,0.398490818,1.5484712,0,0,213.7912461,163,15.92883984,227,64,227,0.269868378,0.084543439,0.645588183,0,0,0.031880743,0.01217007,510.541296,276
7,0.506497784,0.414249004,0.356231484,0.334545137,0.319292493,23.07750012,18,5.310722372,32,14,14,63.656111,27,9.243973308,79,52,78,49.15055961,44.5545,12.32395283,72.64,28.0855,28.0855,1604.688267,1508.09,151.4742734,1811,302.91,1687,10.34288164,7,2.357722161,14,7,14,3.707478805,1,0.413905091,4,3,3,124.5593369,28,8.46185145,139,111,111,1.798620622,0.46,0.140182169,2.01,1.55,1.9,2,0,0,2,2,2,0.626922077,2,0.836224322,2,0,2,4.790747608,10,2.802790433,10,0,0,0,0,0,0,0,0,7.417669686,10,2.234980381,14,4,4,0,0,0,0,0,0,1.371507302,5,1.829394442,5,0,4,2.284040439,5,1.682060835,5,0,0,0,0,0,0,0,0,3.655547741,3,1.067368884,5,2,4,13.67259235,12.76,4.390746876,23.005,10.245,20.44,0.226628013,0.773,0.32006651,0.773,0,0.773,0.328039755,2.1106628,0.403308397,2.1106628,0,0,213.9136809,165,15.75466498,229,64,227,0.269626457,0.084517389,0.645856153,0,0,0.051525145,0.012150204,507.381695,277
6,0.508864666,0.416472536,0.35826082,0.336460796,0.321116631,23.05403209,18,5.325066793,32,14,14,63.67274085,27,9.254721866,79,52,78,49.09207472,44.5545,12.35487266,72.64,28.0855,28.0855,1604.005238,1465.09,151.4677598,1768,302.91,1687,10.34732028,7,2.360837591,14,7,14,3.705928434,1,0.41518696,4,3,3,124.5478627,28,8.484454014,139,111,111,1.79807097,0.46,0.140747739,2.01,1.55,1.9,2,0,0,2,2,2,0.628428892,2,0.83707118,2,0,2,4.778175725,10,2.810251238,10,0,0,0,0,0,0,0,0,7.406604616,10,2.234265899,14,4,4,0,0,0,0,0,0,1.375552508,5,1.832244469,5,0,4,2.281108613,5,1.683587635,5,0,0,0,0,0,0,0,0,3.656661121,3,1.070646679,5,2,4,13.67854956,12.76,4.393233021,23.005,10.245,20.44,0.227455364,0.773,0.320970456,0.773,0,0.773,0.321166837,1.5484712,0.396581559,1.5484712,0,0,213.9091938,163,15.76644617,227,64,227,0.270029265,0.084847096,0.645123639,0,0,0.051525145,0.012191922,509.408412,278
5,0.507571565,0.415027358,0.356881793,0.335162079,0.319893563,23.06520982,17,5.318195481,31,14,14,63.66406122,26,9.247343038,78,52,78,49.12355263,41.6375,12.34218276,69.723,28.0855,28.0855,1603.178557,1465.09,152.9279536,1768,302.91,1687,10.34514931,7,2.359148847,14,7,14,3.706670028,1,0.414574999,4,3,3,124.5512087,28,8.467827656,139,111,111,1.798142509,0.36,0.1404042,1.91,1.55,1.9,2,0,0,2,2,2,0.627150799,2,0.835589601,2,0,2,4.784698799,10,2.806991126,10,0,0,0,0,0,0,0,0,7.411849598,9,2.234628573,13,4,4,0,0,0,0,0,0,1.375774164,5,1.83302419,5,0,4,2.282001485,5,1.682809356,5,0,0,0,0,0,0,0,0,3.657775649,3,1.068923439,5,2,4,13.67403348,10.195,4.389087521,20.44,10.245,20.44,0.226744068,0.773,0.320466474,0.773,0,0.773,0.324460679,1.5484712,0.400034602,1.5484712,0,0,213.6760801,163,16.09212613,227,64,227,0.269838179,0.084614615,0.645547206,0,0,0.031880743,0.012154724,511.137092,279
6,0.506162294,0.413895115,0.355910007,0.334237173,0.318990192,23.08011264,17,5.30419127,31,14,14,63.63487998,26,9.230903072,78,52,78,49.15660885,41.6375,12.30878911,69.723,28.0855,28.0855,1603.618785,1508.09,153.0773433,1811,302.91,1687,10.33750573,7,2.355093418,14,7,14,3.707922606,1,0.41353638,4,3,3,124.576854,28,8.465250437,139,111,111,1.798245705,0.36,0.140041847,1.91,1.55,1.9,2,0,0,2,2,2,0.624648744,2,0.833816936,2,0,2,4.792083047,10,2.799318254,10,0,0,0,0,0,0,0,0,7.416731791,9,2.230989456,13,4,4,0,0,0,0,0,0,1.370779358,5,1.829794832,5,0,4,2.287143016,5,1.683337895,5,0,0,0,0,0,0,0,0,3.657922374,3,1.067622004,5,2,4,13.66249235,10.195,4.379846368,20.44,10.245,20.44,0.225775825,0.773,0.319663621,0.773,0,0.773,0.3295062,2.1106628,0.404876699,2.1106628,0,0,213.7123349,165,16.07689325,229,64,227,0.269660554,0.084221563,0.646117883,0,0,0.031880743,0.012121114,509.547011,280
6,0.508281928,0.415796726,0.357607224,0.335851485,0.320554916,23.05502871,18,5.324125777,32,14,14,63.66988902,27,9.249752819,79,52,78,49.09573473,44.5545,12.35348179,72.64,28.0855,28.0855,1604.464849,1465.09,151.2383595,1768,302.91,1687,10.34679901,7,2.359455507,14,7,14,3.706012761,1,0.415117484,4,3,3,124.5416633,28,8.472434606,139,111,111,1.798300315,0.46,0.140496857,2.01,1.55,1.9,2,0,0,2,2,2,0.628016684,2,0.836866239,2,0,2,4.778909941,10,2.809877076,10,0,0,0,0,0,0,0,0,7.406926625,10,2.233438979,14,4,4,0,0,0,0,0,0,1.374320866,5,1.831356973,5,0,4,2.281217672,5,1.682010407,5,0,0,0,0,0,0,0,0,3.655538538,3,1.069510232,5,2,4,13.67558519,12.76,4.391659729,23.005,10.245,20.44,0.227369533,0.773,0.320912197,0.773,0,0.773,0.323561904,1.5484712,0.398867025,1.5484712,0,0,213.879271,163,15.79158246,227,64,227,0.270017526,0.084787756,0.645194719,0,0,0.051525145,0.012168167,508.438394,281
5,0.50876699,0.416359618,0.358160336,0.33636662,0.321026912,23.05549587,17,5.324588249,31,14,14,63.6733046,26,9.255111093,78,52,78,49.09645192,41.6375,12.35433921,69.723,28.0855,28.0855,1603.214407,1465.09,152.4406097,1768,302.91,1687,10.34745281,7,2.361154776,14,7,14,3.706002392,1,0.415126029,4,3,3,124.549903,28,8.48486582,139,111,111,1.797943228,0.36,0.140712661,1.91,1.55,1.9,2,0,4.44E-16,2,2,2,0.628234746,2,0.836510725,2,0,2,4.779241988,10,2.810171424,10,0,0,0,0,0,0,0,0,7.407476734,9,2.234831083,13,4,4,0,0,0,0,0,0,1.377188081,5,1.833761357,5,0,4,2.280781933,5,1.684142977,5,0,0,0,0,0,0,0,0,3.657970014,3,1.070745735,5,2,4,13.67900676,10.195,4.392191945,20.44,10.245,20.44,0.227260151,0.773,0.32089242,0.773,0,0.773,0.320909854,1.5484712,0.39646664,1.5484712,0,0,213.8020748,163,15.93621358,227,64,227,0.269997473,0.084810897,0.64519163,0,0,0.031880743,0.012184323,508.924185,282
6,0.50725684,0.414888482,0.356798668,0.335068216,0.31977138,23.08382545,18,5.314292789,32,14,14,63.68027747,27,9.256654078,79,52,78,49.16837897,44.5545,12.3340758,72.64,28.0855,28.0855,1602.172536,1465.09,153.8662629,1768,302.91,1687,10.349078,7,2.36102484,14,7,14,3.70748597,1,0.413899145,4,3,3,124.5533807,28,8.461915574,139,111,111,1.798298133,0.46,0.140490468,2.01,1.55,1.9,2,0,4.44E-16,2,2,2,0.628278352,2,0.836237986,2,0,2,4.795659343,10,2.805595286,10,0,0,0,0,0,0,0,0,7.423937695,10,2.242969357,14,4,4,0,0,0,0,0,0,1.378724041,5,1.835080599,5,0,4,2.279200353,5,1.682876841,5,0,0,0,0,0,0,0,0,3.657924394,3,1.069658418,5,2,4,13.68389296,12.76,4.397438387,23.005,10.245,20.44,0.226597428,0.773,0.320056199,0.773,0,0.773,0.322694171,1.5484712,0.398291948,1.5484712,0,0,213.6815581,163,16.10666858,227,64,227,0.269398813,0.084628721,0.645972466,0,0,0.051525145,0.012177956,508.735302,283
6,0.506655916,0.414418936,0.356402715,0.334715593,0.319466583,23.06261603,17,5.309063592,31,14,14,63.6265052,26,9.234400846,78,52,78,49.11414343,41.6375,12.31900423,69.723,28.0855,28.0855,1605.286076,1508.09,150.9762721,1811,302.91,1687,10.33499789,7,2.356183017,14,7,14,3.707089897,1,0.414227549,4,3,3,124.5789424,28,8.483708614,139,111,111,1.798153233,0.36,0.140245406,1.91,1.55,1.9,2,0,2.22E-16,2,2,2,0.625060461,2,0.83489281,2,0,2,4.780836396,10,2.800710563,10,0,0,0,0,0,0,0,0,7.405896857,9,2.224638435,13,4,4,0,0,0,0,0,0,1.367841686,5,1.827025161,5,0,4,2.290062573,5,1.684870246,5,0,0,0,0,0,0,0,0,3.657904259,3,1.066508013,5,2,4,13.66048828,10.195,4.379439078,20.44,10.245,20.44,0.22641951,0.773,0.320197896,0.773,0,0.773,0.329799388,2.1106628,0.405298961,2.1106628,0,0,213.9218657,165,15.74899518,229,64,227,0.270055071,0.084400374,0.645544556,0,0,0.031880743,0.012138734,509.6853,284
7,0.506973391,0.414634327,0.356554094,0.334828887,0.319532531,23.08519058,18,5.306797201,32,14,14,63.6545907,27,9.245988888,79,52,78,49.17129327,44.5545,12.3165307,72.64,28.0855,28.0855,1603.277395,1508.09,152.6975854,1811,302.91,1687,10.34222668,7,2.358464668,14,7,14,3.707942439,1,0.413519884,4,3,3,124.5720203,28,8.468494788,139,111,111,1.798206451,0.46,0.140570391,2.01,1.55,1.9,2,0,4.44E-16,2,2,2,0.626665318,2,0.835571971,2,0,2,4.794985751,10,2.800823684,10,0,0,0,0,0,0,0,0,7.421651069,10,2.237437949,14,4,4,0,0,0,0,0,0,1.373247487,5,1.831036563,5,0,4,2.284438642,5,1.68373763,5,0,0,0,0,0,0,0,0,3.657686129,3,1.068897945,5,2,4,13.67351832,12.76,4.390891188,23.005,10.245,20.44,0.226254165,0.773,0.319766587,0.773,0,0.773,0.324911399,2.1106628,0.400434348,2.1106628,0,0,213.7870939,165,15.93115213,229,64,227,0.269481815,0.084437454,0.646080731,0,0,0.051525145,0.012183931,509.285437,285
6,0.508014819,0.415717724,0.357608221,0.335863636,0.320572527,23.05201648,17,5.324492401,31,14,14,63.66786633,26,9.254833423,78,52,78,49.0882249,41.6375,12.35402624,69.723,28.0855,28.0855,1603.980628,1508.09,151.928832,1811,302.91,1687,10.34591223,7,2.361173524,14,7,14,3.70589468,1,0.415214761,4,3,3,124.5500995,28,8.485435969,139,111,111,1.798120129,0.36,0.140442972,1.91,1.55,1.9,2,0,4.44E-16,2,2,2,0.628111396,2,0.836636746,2,0,2,4.776747639,10,2.809733783,10,0,0,0,0,0,0,0,0,7.404859036,9,2.231935913,13,4,4,0,0,0,0,0,0,1.375925064,5,1.832715463,5,0,4,2.282199163,5,1.684397514,5,0,0,0,0,0,0,0,0,3.658124227,3,1.06869605,5,2,4,13.67764106,10.195,4.391052065,20.44,10.245,20.44,0.227343412,0.773,0.32096101,0.773,0,0.773,0.323974801,2.1106628,0.399622417,2.1106628,0,0,213.8582297,165,15.86338436,229,64,227,0.27009292,0.084824221,0.645082859,0,0,0.031880743,0.012159333,508.797806,286
6,0.508117872,0.415784194,0.357645751,0.335888164,0.320582072,23.05397662,17,5.320928882,31,14,14,63.65718951,26,9.248341177,78,52,78,49.09241548,41.6375,12.34554804,69.723,28.0855,28.0855,1604.36269,1508.09,151.4448704,1811,302.91,1687,10.343184,7,2.359510545,14,7,14,3.706155146,1,0.415000112,4,3,3,124.5574227,28,8.486047157,139,111,111,1.798062534,0.36,0.140536835,1.91,1.55,1.9,2,0,4.44E-16,2,2,2,0.627293018,2,0.836246626,2,0,2,4.777442438,10,2.807653754,10,0,0,0,0,0,0,0,0,7.404735456,9,2.230225975,13,4,4,0,0,0,0,0,0,1.373395967,5,1.830879206,5,0,4,2.28410902,5,1.684285367,5,0,0,0,0,0,0,0,0,3.657504986,3,1.069076876,5,2,4,13.67243062,10.195,4.387922696,20.44,10.245,20.44,0.227142072,0.773,0.320795086,0.773,0,0.773,0.324236006,2.1106628,0.399748103,2.1106628,0,0,213.8937405,165,15.7959374,229,64,227,0.270097428,0.084715115,0.645187457,0,0,0.031880743,0.012167447,509.962878,287
6,0.507674265,0.415156772,0.356981735,0.335240354,0.319946087,23.06510108,17,5.310811529,31,14,14,63.63519076,26,9.23054357,78,52,78,49.12006944,41.6375,12.3231537,69.723,28.0855,28.0855,1604.899761,1508.09,151.0027467,1811,302.91,1687,10.33777298,7,2.35482988,14,7,14,3.707073783,1,0.414240897,4,3,3,124.5680433,28,8.472132058,139,111,111,1.798127011,0.36,0.1404993,1.91,1.55,1.9,2,0,0,2,2,2,0.625162618,2,0.834921679,2,0,2,4.783348193,10,2.802336181,10,0,0,0,0,0,0,0,0,7.408510811,9,2.228199289,13,4,4,0,0,0,0,0,0,1.368255788,5,1.827342818,5,0,4,2.287389637,5,1.682493785,5,0,0,0,0,0,0,0,0,3.655645425,3,1.069160874,5,2,4,13.66018952,10.195,4.380582936,20.44,10.245,20.44,0.226431966,0.773,0.320208213,0.773,0,0.773,0.326512596,2.1106628,0.401667447,2.1106628,0,0,213.8622378,165,15.79647137,229,64,227,0.269959787,0.084384384,0.64565583,0,0,0.031880743,0.012162825,509.231768,288
5,0.508997042,0.416594544,0.358379027,0.336576406,0.321231915,23.05038636,17,5.326750193,31,14,14,63.67353242,26,9.256510469,78,52,78,49.08369996,41.6375,12.35882771,69.723,28.0855,28.0855,1603.628247,1465.09,151.893528,1768,302.91,1687,10.34748085,7,2.361518927,14,7,14,3.705716973,1,0.415361054,4,3,3,124.5481688,28,8.488944816,139,111,111,1.797936955,0.36,0.140765981,1.91,1.55,1.9,2,0,0,2,2,2,0.628484737,2,0.836888127,2,0,2,4.776165837,10,2.811089085,10,0,0,0,0,0,0,0,0,7.404650575,9,2.233601755,13,4,4,0,0,0,0,0,0,1.376725522,5,1.833242997,5,0,4,2.281003888,5,1.684319732,5,0,0,0,0,0,0,0,0,3.65772941,3,1.070685109,5,2,4,13.67918967,10.195,4.392606114,20.44,10.245,20.44,0.22748078,0.773,0.321074095,0.773,0,0.773,0.320678722,1.5484712,0.396231738,1.5484712,0,0,213.8593681,163,15.84822073,227,64,227,0.270100524,0.084877028,0.645022448,0,0,0.031880743,0.01218926,509.264929,289
7,0.507420683,0.415228691,0.357169658,0.335432564,0.320132799,23.06977725,18,5.316763687,32,14,14,63.67010715,27,9.265854445,79,52,78,49.13523582,44.5545,12.339495,72.64,28.0855,28.0855,1603.329208,1508.09,152.351736,1811,302.91,1687,10.34563705,7,2.363802607,14,7,14,3.706896678,1,0.414387529,4,3,3,124.5664423,28,8.490117813,139,111,111,1.798056299,0.46,0.140757365,2.01,1.55,1.9,2,0,2.22E-16,2,2,2,0.628852561,2,0.837257942,2,0,2,4.785751266,10,2.805439191,10,0,0,0,0,0,0,0,0,7.414603826,10,2.236926746,14,4,4,0,0,0,0,0,0,1.37693006,5,1.833252659,5,0,4,2.283215512,5,1.686605329,5,0,0,0,0,0,0,0,0,3.660145572,3,1.067841565,5,2,4,13.68461547,12.76,4.398278104,23.005,10.245,20.44,0.227125036,0.773,0.320448234,0.773,0,0.773,0.322957463,2.1106628,0.399010886,2.1106628,0,0,213.8799975,165,15.81586319,229,64,227,0.269737945,0.084812699,0.645449356,0,0,0.051525145,0.01220264,509.805209,290
5,0.508107685,0.415582314,0.357410611,0.335679729,0.320413827,23.04899158,17,5.325860171,31,14,14,63.66848692,26,9.256488624,78,52,78,49.0848241,41.6375,12.35932898,69.723,28.0855,28.0855,1604.079653,1465.09,151.6760345,1768,302.91,1687,10.34601734,7,2.361625421,14,7,14,3.705720791,1,0.415357912,4,3,3,124.545395,28,8.482487484,139,111,111,1.798076271,0.36,0.140564806,1.91,1.55,1.9,2,0,0,2,2,2,0.62831813,2,0.83687084,2,0,2,4.774907123,10,2.810311784,10,0,0,0,0,0,0,0,0,7.403225253,9,2.231472087,13,4,4,0,0,0,0,0,0,1.375915394,5,1.832612201,5,0,4,2.282300786,5,1.684086142,5,0,0,0,0,0,0,0,0,3.658216179,3,1.068138246,5,2,4,13.6774992,10.195,4.392037449,20.44,10.245,20.44,0.227477829,0.773,0.321071666,0.773,0,0.773,0.323652698,1.5484712,0.399437344,1.5484712,0,0,213.8068282,163,15.89173074,227,64,227,0.270152526,0.084870865,0.64497661,0,0,0.031880743,0.01216906,509.209872,291
6,0.507589735,0.415226082,0.357120966,0.335394925,0.320118112,23.06725483,18,5.323726177,32,14,14,63.69013033,27,9.266448993,79,52,78,49.12878452,44.5545,12.35530343,72.64,28.0855,28.0855,1603.398502,1465.09,152.352595,1768,302.91,1687,10.35149317,7,2.363459233,14,7,14,3.706431203,1,0.414772317,4,3,3,124.5391018,28,8.469422431,139,111,111,1.798441857,0.46,0.14050817,2.01,1.55,1.9,2,0,0,2,2,2,0.62981025,2,0.837900109,2,0,2,4.785994949,10,2.810037556,10,0,0,0,0,0,0,0,0,7.415805199,10,2.240709418,14,4,4,0,0,0,0,0,0,1.378987122,5,1.834605675,5,0,4,2.278317084,5,1.682998529,5,0,0,0,0,0,0,0,0,3.657304206,3,1.068418308,5,2,4,13.68882546,12.76,4.402045677,23.005,10.245,20.44,0.227480924,0.773,0.320743241,0.773,0,0.773,0.322686756,1.5484712,0.398393312,1.5484712,0,0,213.8319228,163,15.87300741,227,64,227,0.269694247,0.084928101,0.645377652,0,0,0.051525145,0.012181826,510.43297,292
5,0.508089072,0.415595849,0.357413646,0.335649522,0.3203317,23.06777081,17,5.316376548,31,14,14,63.66029978,26,9.241297975,78,52,78,49.12614814,41.6375,12.33599863,69.723,28.0855,28.0855,1603.311354,1465.09,152.6410303,1768,302.91,1687,10.34441376,7,2.35745238,14,7,14,3.706853169,1,0.414423533,4,3,3,124.5552364,28,8.468482104,139,111,111,1.798106206,0.36,0.140509368,1.91,1.55,1.9,2,0,0,2,2,2,0.626624745,2,0.835318464,2,0,2,4.786320712,10,2.806189494,10,0,0,0,0,0,0,0,0,7.412945457,9,2.234850656,13,4,4,0,0,0,0,0,0,1.374242741,5,1.831926276,5,0,4,2.282210982,5,1.682250706,5,0,0,0,0,0,0,0,0,3.656453723,3,1.070679565,5,2,4,13.67095122,10.195,4.387008655,20.44,10.245,20.44,0.2266025,0.773,0.320349391,0.773,0,0.773,0.323335769,1.5484712,0.398588984,1.5484712,0,0,213.7377369,163,16.0129103,227,64,227,0.269798289,0.084531142,0.645670569,0,0,0.031880743,0.012165478,510.056086,293
6,0.507742952,0.415386062,0.357268359,0.335540424,0.320267558,23.06329762,18,5.327177717,32,14,14,63.69585655,27,9.265470251,79,52,78,49.11712892,44.5545,12.36186095,72.64,28.0855,28.0855,1604.366461,1465.09,151.2706417,1768,302.91,1687,10.35327059,7,2.362832825,14,7,14,3.706112613,1,0.415035182,4,3,3,124.52726,28,8.462872105,139,111,111,1.798730448,0.46,0.140397259,2.01,1.55,1.9,2,0,4.44E-16,2,2,2,0.630281545,2,0.838672117,2,0,2,4.784115173,10,2.811982219,10,0,0,0,0,0,0,0,0,7.414396717,10,2.240804751,14,4,4,0,0,0,0,0,0,1.377825671,5,1.833377451,5,0,4,2.277010953,5,1.681165473,5,0,0,0,0,0,0,0,0,3.654836624,3,1.068501553,5,2,4,13.68935688,12.76,4.403730052,23.005,10.245,20.44,0.227829735,0.773,0.320967894,0.773,0,0.773,0.323194644,1.5484712,0.398590431,1.5484712,0,0,213.9462591,163,15.6992148,227,64,227,0.26974548,0.085007799,0.645246721,0,0,0.051525145,0.012176111,510.193478,294
7,0.506886128,0.41453014,0.356464146,0.334766117,0.319508786,23.0725248,18,5.313576539,32,14,14,63.65839962,27,9.243807786,79,52,78,49.13901618,44.5545,12.33057744,72.64,28.0855,28.0855,1604.366114,1508.09,151.7726212,1811,302.91,1687,10.34362517,7,2.357825134,14,7,14,3.70716109,1,0.414168565,4,3,3,124.55498,28,8.462451271,139,111,111,1.798501005,0.46,0.1402307,2.01,1.55,1.9,2,0,2.22E-16,2,2,2,0.626940413,2,0.836036212,2,0,2,4.788295666,10,2.804398562,10,0,0,0,0,0,0,0,0,7.415236079,10,2.234548381,14,4,4,0,0,0,0,0,0,1.372506133,5,1.830261383,5,0,4,2.283315239,5,1.681934131,5,0,0,0,0,0,0,0,0,3.655821372,3,1.067936763,5,2,4,13.67232785,12.76,4.389797121,23.005,10.245,20.44,0.226694015,0.773,0.320228273,0.773,0,0.773,0.327037243,2.1106628,0.402338691,2.1106628,0,0,213.8484731,165,15.8448183,229,64,227,0.269714946,0.0845476,0.645737454,0,0,0.051525145,0.0121493,509.248233,295
7,0.507534157,0.415147442,0.357028357,0.335292071,0.31999818,23.06617042,18,5.31302849,32,14,14,63.64647618,27,9.240543407,79,52,78,49.12320295,44.5545,12.32868014,72.64,28.0855,28.0855,1604.043038,1508.09,151.9626117,1811,302.91,1687,10.3404212,7,2.357490732,14,7,14,3.706986068,1,0.414313536,4,3,3,124.567287,28,8.477484118,139,111,111,1.798069902,0.46,0.140484928,2.01,1.55,1.9,2,0,4.44E-16,2,2,2,0.626124834,2,0.835265023,2,0,2,4.784157041,10,2.803649335,10,0,0,0,0,0,0,0,0,7.410281875,10,2.230867698,14,4,4,0,0,0,0,0,0,1.371805718,5,1.830020584,5,0,4,2.285703636,5,1.683858187,5,0,0,0,0,0,0,0,0,3.657509354,3,1.068901965,5,2,4,13.66756396,12.76,4.384782297,23.005,10.245,20.44,0.226546678,0.773,0.320275197,0.773,0,0.773,0.325571332,2.1106628,0.401022253,2.1106628,0,0,213.8168246,165,15.89501002,229,64,227,0.269895266,0.084494064,0.645610669,0,0,0.051525145,0.012163148,508.401995,296
6,0.508234621,0.415781395,0.357609144,0.33585022,0.320545343,23.05896644,18,5.323203291,32,14,14,63.67322465,27,9.253104698,79,52,78,49.10604032,44.5545,12.35202825,72.64,28.0855,28.0855,1603.50501,1465.09,152.3006281,1768,302.91,1687,10.34752005,7,2.36047062,14,7,14,3.706191467,1,0.414970158,4,3,3,124.5456737,28,8.474998522,139,111,111,1.798152864,0.46,0.140540467,2.01,1.55,1.9,2,0,0,2,2,2,0.628128501,2,0.836531461,2,0,2,4.78130621,10,2.809577131,10,0,0,0,0,0,0,0,0,7.409434711,10,2.235323877,14,4,4,0,0,0,0,0,0,1.376519629,5,1.833226758,5,0,4,2.280608456,5,1.68299579,5,0,0,0,0,0,0,0,0,3.657128085,3,1.069818198,5,2,4,13.67828633,12.76,4.392495769,23.005,10.245,20.44,0.227195172,0.773,0.320790277,0.773,0,0.773,0.322601812,1.5484712,0.398096428,1.5484712,0,0,213.7896829,163,15.93982871,227,64,227,0.269926125,0.084774146,0.645299729,0,0,0.051525145,0.012170846,510.182997,297
