NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,ds,xh
5,0.476001867,0.386493515,0.344313745,0.336137247,0.333781245,25.45333333,18,4.0112,32,14,28,64.19333333,27,9.537777778,79,52,61,54.77356627,44.5545,8.896022089,72.64,28.0855,58.6934,1600.44,599.6,164.4277333,1811,1211.4,1728,10.45333333,7,2.364444444,14,7,10,3.833333333,1,0.277777778,4,3,4,125.3266667,28,7.435555556,139,111,124,1.8386,0.46,0.1252,2.01,1.55,1.91,2,0,2.22E-16,2,2,2,0.666666667,2,0.888888889,2,0,0,6.12,10,2.546666667,10,0,8,0,0,0,0,0,0,8.786666667,10,2.546666667,14,4,10,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,0,2.213333333,5,1.617777778,5,0,2,0,0,0,0,0,0,3.546666667,3,1.031111111,5,2,2,14.20578506,12.685,5.011143295,23.005,10.32,10.32,0.192666667,0.773,0.256888889,0.773,0,0,0.451810595,2.1106628,0.493847266,2.1106628,0,0.5953947,224.1066667,12,3.032177778,229,217,225,0.227617602,0.075872534,0.696509863,0,0,0.051525145,0.012284247,25,5
5,0.47833043,0.388957206,0.345794256,0.336767991,0.333919252,24.85333333,18,4.341333333,32,14,28,64.16,27,9.493333333,79,52,61,53.28841627,44.5545,10.08116651,72.64,28.0855,58.6934,1616.293333,599.6,149.4833778,1811,1211.4,1728,10.45333333,7,2.364444444,14,7,10,3.8,1,0.32,4,3,4,125.0266667,28,7.635555556,139,111,124,1.834933333,0.46,0.122755556,2.01,1.55,1.91,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,0,5.786666667,10,2.650311111,10,0,8,0,0,0,0,0,0,8.453333333,10,2.510222222,14,4,10,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,0,2.213333333,5,1.617777778,5,0,2,0,0,0,0,0,0,3.546666667,3,1.031111111,5,2,2,14.12028506,12.685,4.897143295,23.005,10.32,10.32,0.205666667,0.773,0.274222222,0.773,0,0,0.451810595,2.1106628,0.493847266,2.1106628,0,0.5953947,224.1733333,12,3.060622222,229,217,225,0.23659306,0.078864353,0.684542587,0,0,0.051525145,0.011864012,28,6
4,0.527606184,0.436654787,0.383851905,0.366531835,0.355404128,28.25423729,7,2.539500144,32,25,32,63.79661017,27,10.30738294,79,52,79,62.24422398,17.701955,7.04798374,72.64,54.938045,72.64,1491,556.6,189.559322,1768,1211.4,1211.4,10.25423729,7,2.539500144,14,7,14,4,0,0,4,4,4,127.7457627,19,7.248491813,139,120,120,1.823898305,0.46,0.176409078,2.01,1.55,2.01,2,0,0,2,2,2,0.677966102,2,0.896294168,2,0,2,7.576271186,5,1.815570238,10,5,10,0,0,0,0,0,0,10.25423729,7,2.539500144,14,7,14,0,0,0,0,0,0,1.355932203,4,1.792588337,4,0,4,2.423728814,5,1.815570238,5,0,0,0,0,0,0,0,0,3.779661017,3,0.935363401,5,2,4,14.66379895,12.76,5.655051561,23.005,10.245,23.005,0.129830508,0.383,0.171640333,0.383,0,0.383,0.331159293,1.5484712,0.437604072,1.5484712,0,0,218.220339,31,7.354208561,225,194,225,0.195041322,0.066115702,0.738842975,0,0,0.051525145,0.018515463,17.8,11
5,0.524933858,0.433267577,0.373733205,0.350979695,0.334836955,27.7,18,2.76,32,14,28.33333333,63.86666667,27,10.02222222,79,52,64,60.54061683,44.5545,7.2596299,72.64,28.0855,62.09048167,1514.486667,599.6,181.852,1811,1211.4,1486.133333,10.3,7,2.466666667,14,7,10.33333333,3.966666667,1,0.064444444,4,3,4,127.4,28,7.573333333,139,111,127.6666667,1.826333333,0.46,0.1658,2.01,1.55,1.823333333,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,0.666666667,7.3,10,2.04,10,0,7.666666667,0,0,0,0,0,0,9.966666667,10,2.44,14,4,10.33333333,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,1.333333333,2.366666667,5,1.797777778,5,0,2.333333333,0,0,0,0,0,0,3.7,3,1.02,5,2,3.666666667,14.54044253,12.685,5.472038314,23.005,10.32,14.6041954,0.140666667,0.773,0.187555556,0.773,0,0.127666667,0.3194223,2.1106628,0.404415507,2.1106628,0,0.198568274,222.9333333,12,3.56,229,217,222.3333333,0.200668896,0.066889632,0.732441472,0,0,0.051525145,0.01729507,24.3,12
5,0.533853913,0.441495523,0.381163852,0.35820653,0.342091586,28,18,2.533333333,32,14,32,63.88333333,27,10.04444444,79,52,79,61.28319183,44.5545,7.192645172,72.64,28.0855,72.64,1506.56,599.6,186.9346667,1811,1211.4,1211.4,10.3,7,2.466666667,14,7,14,3.983333333,1,0.032777778,4,3,4,127.55,28,7.463333333,139,111,120,1.828166667,0.46,0.1669,2.01,1.55,2.01,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,2,7.466666667,10,1.924444444,10,0,10,0,0,0,0,0,0,10.13333333,10,2.448888889,14,4,14,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,4,2.366666667,5,1.797777778,5,0,0,0,0,0,0,0,0,3.7,3,1.02,5,2,4,14.58319253,12.685,5.529038314,23.005,10.32,23.005,0.134166667,0.773,0.178888889,0.773,0,0.383,0.3194223,2.1106628,0.404415507,2.1106628,0,0,222.9,12,3.54,229,217,225,0.197368421,0.065789474,0.736842105,0,0,0.051525145,0.017520113,22.1,13
5,0.53766987,0.444964438,0.384420225,0.361504374,0.345586931,28.12,18,2.509066667,32,14,32,63.89,27,10.05333333,79,52,79,61.58022183,44.5545,7.151989881,72.64,28.0855,72.64,1503.389333,599.6,188.8197689,1811,1211.4,1211.4,10.3,7,2.466666667,14,7,14,3.99,1,0.0198,4,3,4,127.61,28,7.419333333,139,111,120,1.8289,0.46,0.16734,2.01,1.55,2.01,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,2,7.533333333,10,1.875111111,10,0,10,0,0,0,0,0,0,10.2,10,2.457333333,14,4,14,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,4,2.366666667,5,1.797777778,5,0,0,0,0,0,0,0,0,3.7,3,1.02,5,2,4,14.60029253,12.685,5.551838314,23.005,10.32,23.005,0.131566667,0.773,0.175422222,0.773,0,0.383,0.3194223,2.1106628,0.404415507,2.1106628,0,0,222.8866667,12,3.532,229,217,225,0.196078431,0.065359477,0.738562092,0,0,0.051525145,0.01760919,22.8,14
5,0.516935414,0.427367284,0.376414708,0.360004142,0.349389195,22.48333333,15,5.688888889,28,13,28,64.08333333,26,9.111111111,78,52,61,47.37174148,31.7118614,12.89429303,58.6934,26.9815386,58.6934,1680.7745,877.53,78.83498333,1811,933.47,1728,10.48333333,7,2.311111111,14,7,10,3.666666667,1,0.444444444,4,3,4,123.6666667,28,8.111111111,139,111,124,1.8285,0.36,0.100116667,1.91,1.55,1.91,2,0,0,2,2,2,0.65,2,0.866666667,2,0,0,4.5,8,3,8,0,8,0,0,0,0,0,0,7.15,7,2.183333333,10,3,10,0,0,0,0,0,0,1.35,5,1.8,5,0,0,2.166666667,5,1.555555556,5,0,2,0,0,0,0,0,0,3.516666667,3,1.011111111,5,2,2,13.7235977,10.12,4.345601533,20.44,10.32,10.32,0.244783333,0.773,0.334537222,0.773,0,0,0.55029372,2.1106628,0.550190347,2.1106628,0,0.5953947,224.9666667,12,2.655555556,229,217,225,0.27972028,0.090909091,0.629370629,0,0,0.031880743,0.008655009,40,16
5,0.515972652,0.426457892,0.37558499,0.359239367,0.34871154,22.48166667,15,5.691111111,28,13,28,64.075,26,9.1,78,52,61,47.36990154,31.7118614,12.89674628,58.6934,26.9815386,58.6934,1679.518617,877.53,80.8613215,1811,933.47,1728,10.48166667,7,2.308888889,14,7,10,3.666666667,1,0.444444444,4,3,4,123.6833333,28,8.088888889,139,111,124,1.828016667,0.36,0.100666167,1.91,1.55,1.91,2,0,0,2,2,2,0.648333333,2,0.864444444,2,0,0,4.5,8,3,8,0,8,0,0,0,0,0,0,7.148333333,7,2.185,10,3,10,0,0,0,0,0,0,1.351666667,5,1.802222222,5,0,0,2.166666667,5,1.555555556,5,0,2,0,0,0,0,0,0,3.518333333,3,1.012222222,5,2,2,13.7169977,10.12,4.336801533,20.44,10.32,10.32,0.243495,0.773,0.33358815,0.773,0,0,0.55029372,2.1106628,0.550190347,2.1106628,0,0.5953947,224.9633333,12,2.654444444,229,217,225,0.279785498,0.090697132,0.62951737,0,0,0.031880743,0.008690138,50.7,17
5,0.515018878,0.425554831,0.374765485,0.358489056,0.348054168,22.48,15,5.693333333,28,13,28,64.06666667,26,9.088888889,78,52,61,47.36806161,31.7118614,12.89919953,58.6934,26.9815386,58.6934,1678.262733,877.53,82.87928711,1811,933.47,1728,10.48,7,2.306666667,14,7,10,3.666666667,1,0.444444444,4,3,4,123.7,28,8.066666667,139,111,124,1.827533333,0.36,0.101212444,1.91,1.55,1.91,2,0,4.44E-16,2,2,2,0.646666667,2,0.862222222,2,0,0,4.5,8,3,8,0,8,0,0,0,0,0,0,7.146666667,7,2.186666667,10,3,10,0,0,0,0,0,0,1.353333333,5,1.804444444,5,0,0,2.166666667,5,1.555555556,5,0,2,0,0,0,0,0,0,3.52,3,1.013333333,5,2,2,13.7103977,10.12,4.328001533,20.44,10.32,10.32,0.242206667,0.773,0.332630489,0.773,0,0,0.55029372,2.1106628,0.550190347,2.1106628,0,0.5953947,224.96,12,2.653333333,229,217,225,0.279850746,0.090485075,0.629664179,0,0,0.031880743,0.008725035,49.6,18
5,0.514074141,0.42465819,0.373956233,0.357753218,0.347416948,22.47833333,15,5.695555556,28,13,28,64.05833333,26,9.077777778,78,52,61,47.36622167,31.7118614,12.90165277,58.6934,26.9815386,58.6934,1677.00685,877.53,84.88888017,1811,933.47,1728,10.47833333,7,2.304444444,14,7,10,3.666666667,1,0.444444444,4,3,4,123.7166667,28,8.044444444,139,111,124,1.82705,0.36,0.1017555,1.91,1.55,1.91,2,0,0,2,2,2,0.645,2,0.86,2,0,0,4.5,8,3,8,0,8,0,0,0,0,0,0,7.145,7,2.188333333,10,3,10,0,0,0,0,0,0,1.355,5,1.806666667,5,0,0,2.166666667,5,1.555555556,5,0,2,0,0,0,0,0,0,3.521666667,3,1.014444444,5,2,2,13.7037977,10.12,4.319201533,20.44,10.32,10.32,0.240918333,0.773,0.331664239,0.773,0,0,0.55029372,2.1106628,0.550190347,2.1106628,0,0.5953947,224.9566667,12,2.652222222,229,217,225,0.279916025,0.090272918,0.629811057,0,0,0.031880743,0.008759701,53.8,19
5,0.513138491,0.423768059,0.373157271,0.357031854,0.346799721,22.47666667,15,5.697777778,28,13,28,64.05,26,9.066666667,78,52,61,47.36438173,31.7118614,12.90410602,58.6934,26.9815386,58.6934,1675.750967,877.53,86.89010067,1811,933.47,1728,10.47666667,7,2.302222222,14,7,10,3.666666667,1,0.444444444,4,3,4,123.7333333,28,8.022222222,139,111,124,1.826566667,0.36,0.102295333,1.91,1.55,1.91,2,0,0,2,2,2,0.643333333,2,0.857777778,2,0,0,4.5,8,3,8,0,8,0,0,0,0,0,0,7.143333333,7,2.19,10,3,10,0,0,0,0,0,0,1.356666667,5,1.808888889,5,0,0,2.166666667,5,1.555555556,5,0,2,0,0,0,0,0,0,3.523333333,3,1.015555556,5,2,2,13.6971977,10.12,4.310401533,20.44,10.32,10.32,0.23963,0.773,0.3306894,0.773,0,0,0.55029372,2.1106628,0.550190347,2.1106628,0,0.5953947,224.9533333,12,2.651111111,229,217,225,0.279981335,0.090060663,0.629958003,0,0,0.031880743,0.008794136,47.5,20
5,0.532415878,0.441704439,0.383236453,0.361761388,0.347668435,27.17333333,18,2.824711111,32,14,27,63.34666667,27,10.37244444,79,52,58,60.08110517,44.5545,7.263974096,72.64,28.0855,58.933195,1519.457667,556.6,183.5660711,1768,1211.4,1768,10.13333333,7,2.635555556,14,7,9,3.946666667,1,0.100977778,4,3,4,127.62,28,7.12,139,111,126,1.819133333,0.46,0.16148,2.01,1.55,1.88,1.966666667,1,0.064444444,2,1,2,0.666666667,2,0.888888889,2,0,0,6.966666667,10,1.923111111,10,0,7,0,0,0,0,0,0,9.6,10,2.557333333,14,4,9,0.033333333,1,0.064444444,1,0,0,1.333333333,4,1.777777778,4,0,0,2.5,5,1.833333333,5,0,3,0,0,0,0,0,0,3.866666667,4,0.768888889,5,1,3,14.4618092,12.76,5.421860536,23.005,10.245,10.245,0.148466667,0.773,0.197955556,0.773,0,0,0.516250103,1.5484712,0.688147398,1.5484712,0,1.5484712,212.3733333,33,12.24888889,227,194,194,0.204861111,0.069444444,0.725694444,0,0,0.051525145,0.016535506,25,21
4,0.559761854,0.465871662,0.403232441,0.379477794,0.363045536,28.03333333,7,2.644444444,32,25,29.5,63.1,27,10.6,79,52,68.5,62.20064517,17.701955,6.959569889,72.64,54.938045,65.7865975,1509.2,599.6,198.5333333,1811,1211.4,1489.7,10.03333333,7,2.644444444,14,7,11.5,4,0,0,4,4,4,128.1,19,6.8,139,120,123,1.822666667,0.46,0.1636,2.01,1.55,1.945,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.366666667,5,1.755555556,10,5,8.5,0,0,0,0,0,0,10.03333333,7,2.644444444,14,7,11.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.633333333,5,1.755555556,5,0,1.5,0,0,0,0,0,0,3.966666667,2,0.644444444,5,3,3.5,14.58727586,12.76,5.611816092,23.005,10.245,16.625,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.58660553,2.1106628,0.742847598,2.1106628,0,0.7742356,212.4,35,12.26666667,229,194,209.5,0.199335548,0.066445183,0.734219269,0,0,0.051525145,0.017194826,34.6,24
4,0.569912274,0.474515768,0.410001955,0.385188406,0.367659455,27.98666667,7,2.675555556,32,25,28.5,62.96,27,10.69333333,79,52,65.5,62.1292374,17.701955,7.007175067,72.64,54.938045,63.7890225,1500.04,599.6,192.4266667,1811,1211.4,1365.2,9.986666667,7,2.675555556,14,7,10.5,4,0,0,4,4,4,128.4133333,19,7.153422222,139,120,129.5,1.812666667,0.46,0.175111111,2.01,1.55,1.78,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.32,5,1.786666667,10,5,7.5,0,0,0,0,0,0,9.986666667,7,2.675555556,14,7,10.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.68,5,1.786666667,5,0,2.5,0,0,0,0,0,0,4.013333333,2,0.657777778,5,3,4.5,14.58566207,12.76,5.612891954,23.005,10.245,16.7462931,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.523756328,2.1106628,0.698135024,2.1106628,0,1.55E-04,212.4666667,35,11.81866667,229,194,221,0.200267023,0.066755674,0.732977303,0,0,0.051525145,0.018328682,11,25
5,0.459371551,0.357939764,0.295434949,0.272817947,0.257253111,24.36,18,4.696533333,32,14,22.33333333,64.09333333,27,9.484444444,79,52,63.66666667,52.44318913,44.5545,11.04215241,72.64,28.0855,47.23898167,1624.762667,556.6,136.1297778,1768,1211.4,1644.666667,10.44,7,2.373333333,14,7,10.33333333,3.773333333,1,0.350577778,4,3,3.666666667,124.4533333,28,7.2544,139,111,124.6666667,1.8304,0.46,0.127114667,2.01,1.55,1.786666667,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,0.666666667,5.506666667,10,2.726044444,10,0,4.333333333,0,0,0,0,0,0,8.173333333,10,2.423822222,14,4,7,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,1.333333333,2.226666667,5,1.5872,5,0,2.333333333,0,0,0,0,0,0,3.56,3,0.946133333,5,2,3.666666667,13.98891954,12.76,4.847920307,23.005,10.245,13.7491954,0.216066667,0.773,0.288088889,0.773,0,0.257666667,0.465366949,1.5484712,0.521070394,1.5484712,0,0.198568274,217.0266667,33,9.8368,227,194,223,0.244698206,0.081566069,0.673735726,0,0,0.051525145,0.011956751,20.7,26
5,0.508133841,0.415620487,0.357428623,0.33566702,0.320355507,23.06333333,17,5.317155556,31,14,14,63.65666667,26,9.242222222,78,52,78,49.11622892,41.6375,12.33802763,69.723,28.0855,28.0855,1603.753067,1465.09,152.0941831,1768,302.91,1687,10.34333333,7,2.357777778,14,7,14,3.706666667,1,0.414577778,4,3,3,124.5566667,28,8.473222222,139,111,111,1.798066667,0.36,0.140571111,1.91,1.55,1.9,2,0,2.22E-16,2,2,2,0.626666667,2,0.835555556,2,0,2,4.783333333,10,2.806222222,10,0,0,0,0,0,0,0,0,7.41,9,2.232866667,13,4,4,0,0,0,0,0,0,1.373333333,5,1.831111111,5,0,4,2.283333333,5,1.682777778,5,0,0,0,0,0,0,0,0,3.656666667,3,1.070111111,5,2,4,13.67001609,10.195,4.386722605,20.44,10.245,20.44,0.226746667,0.773,0.320468622,0.773,0,0.773,0.323630153,1.5484712,0.39896812,1.5484712,0,0,213.78,163,15.9384,227,64,227,0.269905533,0.0845704,0.645524067,0,0,0.031880743,0.012170445,19.3,28
5,0.504887226,0.412422697,0.354492501,0.332821542,0.317519376,23.17666667,17,5.261288889,31,14,14,63.63,26,9.206666667,78,52,78,49.39381225,41.6375,12.21676569,69.723,28.0855,28.0855,1594.5258,1465.09,163.3487613,1768,302.91,1687,10.33666667,7,2.348888889,14,7,14,3.713333333,1,0.408977778,4,3,3,124.63,28,8.417,139,111,111,1.797466667,0.36,0.140231111,1.91,1.55,1.9,2,0,0,2,2,2,0.62,2,0.826666667,2,0,2,4.85,10,2.780666667,10,0,0,0,0,0,0,0,0,7.47,9,2.2558,13,4,4,0,0,0,0,0,0,1.38,5,1.84,5,0,4,2.283333333,5,1.682777778,5,0,0,0,0,0,0,0,0,3.663333333,3,1.075222222,5,2,4,13.65946609,10.195,4.372655939,20.44,10.245,20.44,0.221593333,0.773,0.316139822,0.773,0,0.773,0.323630153,1.5484712,0.39896812,1.5484712,0,0,212.6933333,163,17.61671111,227,64,227,0.267737617,0.082998661,0.649263722,0,0,0.031880743,0.012137303,29.8,29
5,0.501796772,0.409351432,0.351731081,0.330222126,0.315038553,23.29,17,5.2024,31,14,26.5,63.60333333,26,9.171111111,78,52,56.5,49.67139558,41.6375,12.08810153,69.723,28.0855,56.8157225,1585.298533,1465.09,174.3572791,1768,302.91,1623.5,10.33,7,2.34,14,7,8.5,3.72,1,0.4032,4,3,4,124.7033333,28,8.360777778,139,111,131.5,1.796866667,0.36,0.139891111,1.91,1.55,1.73,2,0,2.22E-16,2,2,2,0.613333333,2,0.817777778,2,0,0,4.916666667,10,2.753333333,10,0,6.5,0,0,0,0,0,0,7.53,9,2.277133333,13,4,8.5,0,0,0,0,0,0,1.386666667,5,1.848888889,5,0,0,2.283333333,5,1.682777778,5,0,3.5,0,0,0,0,0,0,3.67,3,1.080333333,5,2,3.5,13.64891609,10.195,4.358589272,20.44,10.245,10.4037931,0.21644,0.773,0.3116736,0.773,0,0,0.323630153,1.5484712,0.39896812,1.5484712,0,0.29785241,211.6066667,163,19.26604444,227,64,221,0.26560425,0.08145197,0.65294378,0,0,0.031880743,0.012103801,28.4,30
5,0.498865379,0.406412843,0.349145042,0.327864994,0.312899435,23.40333333,17,5.140488889,31,14,26.5,63.57666667,26,9.135555556,78,52,56.5,49.94897892,41.6375,11.95203514,69.723,28.0855,56.8157225,1576.071267,1465.09,185.1197364,1768,302.91,1623.5,10.32333333,7,2.331111111,14,7,8.5,3.726666667,1,0.397244444,4,3,4,124.7766667,28,8.304555556,139,111,131.5,1.796266667,0.36,0.139551111,1.91,1.55,1.73,2,0,2.22E-16,2,2,2,0.606666667,2,0.808888889,2,0,0,4.983333333,10,2.724222222,10,0,6.5,0,0,0,0,0,0,7.59,9,2.296866667,13,4,8.5,0,0,0,0,0,0,1.393333333,5,1.857777778,5,0,0,2.283333333,5,1.682777778,5,0,3.5,0,0,0,0,0,0,3.676666667,3,1.085444444,5,2,3.5,13.63836609,10.195,4.344522605,20.44,10.245,10.4037931,0.211286667,0.773,0.307069956,0.773,0,0,0.323630153,1.5484712,0.39896812,1.5484712,0,0.29785241,210.52,163,20.8864,227,64,221,0.263504611,0.079929732,0.656565657,0,0,0.031880743,0.012069939,23.1,31
5,0.512656956,0.421047183,0.362733703,0.340627633,0.324959713,26.442684,7,1.097851229,32,25,26,56.61243144,27,3.624742423,79,52,55,57.50155167,17.701955,2.457343199,72.64,54.938045,56.57208,1678.475997,599.6,137.1385991,1811,1211.4,1699.333333,8.442684,7,1.097851229,14,7,8,4,0,0,4,4,4,131.0891733,19,5.136855561,139,120,132.3333333,1.777898978,0.46,0.132705749,2.01,1.55,1.753333333,2,0,0,2,2,2,0.094793148,2,0.180600555,2,0,0,6.347890852,5,0.987454984,10,5,6,0,0,0,0,0,0,8.442684,7,1.097851229,14,7,8,0,0,0,0,0,0,0.189586296,4,0.361201109,4,0,0,3.652109148,5,0.987454984,5,0,4,0,0,0,0,0,0,3.841695443,3,0.781668682,5,2,4,11.06755371,12.76,1.131588111,23.005,10.245,10.48752874,0.018152888,0.383,0.034585006,0.383,0,0,1.112575403,2.1106628,0.835009511,2.1106628,0,1.219814707,214.8097366,35,12.11752555,229,194,213.3333333,0.236891491,0.011227845,0.751880664,0,0,0.051525145,0.011283126,21,32
4,0.572640085,0.47681159,0.411898568,0.386888546,0.369169529,28.025,7,2.65,32,25,29.5,63.075,27,10.61666667,79,52,68.5,62.20170796,17.701955,6.958861361,72.64,54.938045,65.7865975,1501.208333,556.6,193.2055556,1768,1211.4,1489.7,10.025,7,2.65,14,7,11.5,4,0,0,4,4,4,128.2083333,19,7.014583333,139,120,123,1.816333333,0.46,0.173116667,2.01,1.55,1.945,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.358333333,5,1.771805556,10,5,8.5,0,0,0,0,0,0,10.025,7,2.65,14,7,11.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.641666667,5,1.771805556,5,0,1.5,0,0,0,0,0,0,3.975,3,0.682916667,5,2,3.5,14.57779885,12.76,5.6181341,23.005,10.245,16.625,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.521219478,1.5484712,0.686070735,1.5484712,0,0.7742356,212.0666667,31,12.04444444,225,194,209.5,0.199501247,0.066500416,0.733998337,0,0,0.051525145,0.018107675,23,37
5,0.479003595,0.383721514,0.326663808,0.306412145,0.292551642,26.9,18,3.163333333,32,14,26.5,64.11666667,27,9.755555556,79,52,56.5,58.65993633,44.5545,7.0807481,72.64,28.0855,56.8157225,1545.033333,556.6,180.7011111,1768,1211.4,1623.5,10.4,7,2.4,14,7,8.5,3.916666667,1,0.152777778,4,3,4,126.1833333,28,6.835555556,139,111,131.5,1.834166667,0.46,0.151555556,2.01,1.55,1.73,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,0,6.9,10,2.163333333,10,0,6.5,0,0,0,0,0,0,9.566666667,10,2.447777778,14,4,8.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,0,2.266666667,5,1.653333333,5,0,3.5,0,0,0,0,0,0,3.6,3,1.013333333,5,2,3.5,14.36927299,12.76,5.329651341,23.005,10.245,10.4037931,0.160166667,0.773,0.213555556,0.773,0,0,0.365317446,1.5484712,0.438215537,1.5484712,0,0.29785241,218.9,33,7.653333333,227,194,221,0.209059233,0.069686411,0.721254355,0,0,0.051525145,0.015413706,53.7,46
4,0.56639209,0.47153631,0.407601171,0.383095269,0.365879799,27.98,7,2.68,32,25,28.5,62.94,27,10.70666667,79,52,65.5,62.10864943,17.701955,7.020900378,72.64,54.938045,63.7890225,1500.326667,599.6,192.6177778,1811,1211.4,1365.2,9.98,7,2.68,14,7,10.5,4,0,0,4,4,4,128.4533333,19,7.172977778,139,120,129.5,1.812333333,0.46,0.174888889,2.01,1.55,1.78,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.313333333,5,1.791111111,10,5,7.5,0,0,0,0,0,0,9.98,7,2.68,14,7,10.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.686666667,5,1.791111111,5,0,2.5,0,0,0,0,0,0,4.02,2,0.653333333,5,3,4.5,14.5888954,12.76,5.610736398,23.005,10.245,16.7462931,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.527504272,2.1106628,0.703132283,2.1106628,0,1.55E-04,212.7,35,11.71866667,229,194,221,0.200400802,0.066800267,0.732798931,0,0,0.051525145,0.018315193,27.5,50
